"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"1089","tt0064704","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Girly","Feature Film","Freddie Francis","","6.7","102","1970","comedy, crime, horror","704","1970-02-12","http://www.imdb.com/title/tt0064704/"
"1090","tt0066349","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Bizarre","Feature Film","Antony Balch","","4.4","92","1970","fantasy, horror","216","1970-03","http://www.imdb.com/title/tt0066349/"
"1091","tt0065851","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Horror of Frankenstein","Feature Film","Jimmy Sangster","","5.8","95","1970","drama, horror, sci_fi","1452","1970-11-08","http://www.imdb.com/title/tt0065851/"
"1092","tt0070868","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Vault of Horror","Feature Film","Roy Ward Baker","","6.6","87","1973","fantasy, horror","3091","1973-03-16","http://www.imdb.com/title/tt0070868/"
"1093","tt0071519","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Frankenstein and the Monster from Hell","Feature Film","Terence Fisher","","6.4","99","1974","horror","2186","1974-04","http://www.imdb.com/title/tt0071519/"
"1094","tt0069796","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Black Snake","Feature Film","Russ Meyer","","5.1","82","1973","thriller","423","1973-03-28","http://www.imdb.com/title/tt0069796/"
"1095","tt0066141","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Night Visitor","Feature Film","Laslo Benedek","","6.8","106","1971","crime, thriller, horror","533","1971-02-10","http://www.imdb.com/title/tt0066141/"
"1096","tt0069124","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Private Parts","Feature Film","Paul Bartel","","6.8","87","1972","horror, comedy","862","1972-09","http://www.imdb.com/title/tt0069124/"
"1097","tt0067052","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Endless Night","Feature Film","Sidney Gilliat","","6.0","99","1972","crime, drama, horror, mystery, thriller","982","1972-10-05","http://www.imdb.com/title/tt0067052/"
"1098","tt0067716","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Schlock","Feature Film","John Landis","","6.0","80","1973","comedy, horror, sci_fi","693","1973-03","http://www.imdb.com/title/tt0067716/"
"1099","tt0067601","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Possession of Joel Delaney","Feature Film","Waris Hussein","","6.0","105","1972","drama, horror, thriller","686","1972-05-24","http://www.imdb.com/title/tt0067601/"
"1100","tt0069715","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","And Now the Screaming Starts!","Feature Film","Roy Ward Baker","","5.9","91","1973","horror","1469","1973-04-27","http://www.imdb.com/title/tt0069715/"
"1101","tt0068271","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Beware! The Blob","Feature Film","Larry Hagman","","4.1","91","1972","comedy, horror, sci_fi","1128","1972-06-10","http://www.imdb.com/title/tt0068271/"
"1102","tt0143016","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Zodiac Killer","Feature Film","Tom Hanson","","4.5","87","1971","horror, mystery, thriller","242","1971-04-07","http://www.imdb.com/title/tt0143016/"
"1103","tt0073275","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Legend of the Werewolf","Feature Film","Freddie Francis","","5.6","85","1975","horror","498","1975-04","http://www.imdb.com/title/tt0073275/"
"1104","tt0072189","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Son of Dracula","Feature Film","Freddie Francis","","4.8","90","1974","comedy, horror, musical","233","1974-04-19","http://www.imdb.com/title/tt0072189/"
"1105","tt0074430","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Dr. Black, Mr. Hyde","Feature Film","William Crain","","5.1","87","1976","horror","271","1976-01","http://www.imdb.com/title/tt0074430/"
"1106","tt0074845","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Mako: The Jaws of Death","Feature Film","William Grefé","","3.4","91","1976","horror, thriller","409","1976-07","http://www.imdb.com/title/tt0074845/"
"1107","tt0072239","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Symptoms","Feature Film","Joseph Larraz","","6.6","92","1974","horror","316","1974-05-10","http://www.imdb.com/title/tt0072239/"
"1108","tt0088249","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Terror in the Aisles","Documentary","Andrew J. Kuehn","","6.4","84","1984","horror, documentary, thriller","1418","1984-10-26","http://www.imdb.com/title/tt0088249/"
"1109","tt0990376","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Sarah Landon and the Paranormal Hour","Feature Film","Lisa Comrie","","3.9","81","2007","family, horror, mystery, thriller","621","2007-10-19","http://www.imdb.com/title/tt0990376/"
"1110","tt0065852","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Horror of the Blood Monsters","Feature Film","Al Adamson","","2.6","85","1970","adventure, horror, sci_fi","630","1970-02-01","http://www.imdb.com/title/tt0065852/"
"1111","tt0064188","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Crescendo","Feature Film","Alan Gibson","","5.2","96","1970","horror, thriller","394","1970-06-07","http://www.imdb.com/title/tt0064188/"
"1112","tt0065700","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Entertaining Mr. Sloane","Feature Film","Douglas Hickox","","6.7","94","1970","comedy, horror, mystery","353","1970-07-27","http://www.imdb.com/title/tt0065700/"
"1113","tt0065887","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Incense for the Damned","Feature Film","Michael Burrowes","","3.8","87","1970","horror","402","1970","http://www.imdb.com/title/tt0065887/"
"1114","tt0130633","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Venus Flytrap","Feature Film","","","2.8","94","1970","horror, sci_fi","349","1970","http://www.imdb.com/title/tt0130633/"
"1115","tt0065790","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Goodbye Gemini","Feature Film","Alan Gibson","","5.8","89","1970","crime, drama, horror, thriller","203","1970-08-06","http://www.imdb.com/title/tt0065790/"
"1116","tt0066893","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Carnival of Blood","Feature Film","Leonard Kirtman","","3.9","87","1970","horror","265","1970","http://www.imdb.com/title/tt0066893/"
"1117","tt0229371","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","An Evening of Edgar Allan Poe","Feature Film","Ken Johnson","","7.6","53","1970","drama, horror, mystery, thriller","660","1970-01-01","http://www.imdb.com/title/tt0229371/"
"1118","tt0168137","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Psycho Lover","Feature Film","Robert Vincent O'Neil","","5.8","80","1970","crime, horror","125","1970-03","http://www.imdb.com/title/tt0168137/"
"1119","tt0130637","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Dream No Evil","Feature Film","John Hayes","","4.8","84","1970","drama, horror, mystery, thriller","128","1970","http://www.imdb.com/title/tt0130637/"
"1120","tt0065480","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Bloodthirsty Butchers","Feature Film","Andy Milligan","","2.1","79","1970","horror","321","1970-01-23","http://www.imdb.com/title/tt0065480/"
"1121","tt0063608","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Sinthia: The Devil's Doll","Feature Film","Sven Christian","","3.3","78","1970","horror","154","1970-06-10","http://www.imdb.com/title/tt0063608/"
"1122","tt0065483","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Body Beneath","Feature Film","Andy Milligan","","4.3","82","1970","horror","231","1970-09-29","http://www.imdb.com/title/tt0065483/"
"1123","tt0067169","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Guru, the Mad Monk","Feature Film","Andy Milligan","","3.6","62","1970","horror","218","1970-09-29","http://www.imdb.com/title/tt0067169/"
"1124","tt0139288","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Guess What Happened to Count Dracula?","Feature Film","Laurence Merrick, Mario d'Alcala","","3.0","80","1971","comedy, horror","157","1970","http://www.imdb.com/title/tt0139288/"
"1125","tt0071628","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","House of Whipcord","Feature Film","Pete Walker","","5.9","102","1974","horror","1013","1974-03-28","http://www.imdb.com/title/tt0071628/"
"1126","tt0074540","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Food of the Gods","Feature Film","Bert I. Gordon","","4.3","88","1976","adventure, horror, sci_fi","2503","1976-06-18","http://www.imdb.com/title/tt0074540/"
"1127","tt0067983","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Whoever Slew Auntie Roo?","Feature Film","Curtis Harrington","","6.3","91","1972","horror, thriller","840","1972-03-15","http://www.imdb.com/title/tt0067983/"
"1128","tt0064727","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Bloody Judge","Feature Film","J. Frank Manera","","5.2","96","1970","biography, horror","708","1970-02-05","http://www.imdb.com/title/tt0064727/"
"1129","tt0069007","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Nightcomers","Feature Film","Michael Winner","","6.1","96","1971","drama, horror, thriller","1310","1971-08-30","http://www.imdb.com/title/tt0069007/"
"1130","tt0065580","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Countess Dracula","Feature Film","Peter Sasdy","","6.0","93","1971","horror","2443","1971-01-31","http://www.imdb.com/title/tt0065580/"
"1131","tt0106521","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Carnosaur","Feature Film","Adam Simon, Darren Moloney","","3.5","83","1993","horror, sci_fi","2977","1993-05-21","http://www.imdb.com/title/tt0106521/"
"1132","tt0074703","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","J.D.'s Revenge","Feature Film","Arthur Marks","","6.0","96","1976","action, horror, thriller","577","1976-08-25","http://www.imdb.com/title/tt0074703/"
"1133","tt0078259","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Shout","Feature Film","Jerzy Skolimowski","","6.8","86","1978","horror, drama","2288","1978-05-19","http://www.imdb.com/title/tt0078259/"
"1134","tt0105242","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Shatterbrain","Feature Film","Dan O'Bannon","","6.4","108","1991","fantasy, horror","2285","1991-10","http://www.imdb.com/title/tt0105242/"
"1135","tt0102860","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Scissors","Feature Film","Frank De Felitta","","5.1","105","1991","horror, thriller","1872","1991-03-22","http://www.imdb.com/title/tt0102860/"
"1136","tt0069372","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Thing with Two Heads","Feature Film","Lee Frost","","4.1","91","1972","comedy, sci_fi","1790","1972-07-19","http://www.imdb.com/title/tt0069372/"
"1137","tt0068458","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Raw Meat","Feature Film","Gary Sherman","","6.0","87","1972","horror","2443","1972","http://www.imdb.com/title/tt0068458/"
"1138","tt0069994","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Forgotten","Feature Film","S.F. Brownrigg","","5.2","89","1973","horror, thriller","2142","1973-05-16","http://www.imdb.com/title/tt0069994/"
"1139","tt0068502","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Dr Jekyll & Sister Hyde","Feature Film","Roy Ward Baker","","6.6","97","1971","horror, sci_fi","1614","1971-10-17","http://www.imdb.com/title/tt0068502/"
"1140","tt0071396","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Messiah of Evil","Feature Film","Willard Huyck","","6.6","90","1973","horror","1732","1973","http://www.imdb.com/title/tt0071396/"
"1141","tt0067321","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Lady Frankenstein","Feature Film","Mel Welles","","4.9","93","1971","horror","1150","1971-10-22","http://www.imdb.com/title/tt0067321/"
"1142","tt0093227","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Howling III","Feature Film","Philippe Mora","","3.1","94","1987","comedy, horror","3414","1987-05-15","http://www.imdb.com/title/tt0093227/"
"1143","tt0096046","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Scarecrows","Feature Film","William Wesley","","5.6","83","1988","horror, thriller","3045","1988-09-28","http://www.imdb.com/title/tt0096046/"
"1144","tt0095389","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Jack's Back","Feature Film","Rowdy Herrington","","6.0","97","1988","crime, horror, mystery, thriller","1762","1988-05-06","http://www.imdb.com/title/tt0095389/"
"1145","tt0070834","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Trip with the Teacher","Feature Film","Earl Barton","","4.0","91","1975","thriller","902","1975-03","http://www.imdb.com/title/tt0070834/"
"1146","tt0072067","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Act of Vengeance","Feature Film","Robert Kelljchian","","5.6","90","1974","crime, drama, horror, thriller","477","1974-08-18","http://www.imdb.com/title/tt0072067/"
"1147","tt0076809","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Tentacles","Feature Film","Oliver Hellman","","3.5","102","1977","horror, sci_fi, thriller","2068","1977-02-25","http://www.imdb.com/title/tt0076809/"
"1148","tt0070770","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Tales That Witness Madness","Feature Film","Freddie Francis","","5.7","90","1973","horror","788","1973-10-31","http://www.imdb.com/title/tt0070770/"
"1149","tt0069738","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Asphyx","Feature Film","Peter Newbrook","","6.3","99","1972","horror, sci_fi","1511","1972-12-05","http://www.imdb.com/title/tt0069738/"
"1150","tt0066802","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Manipulator","Feature Film","Yabo Yablonsky","","3.8","85","1971","horror, thriller","196","1971-12-15","http://www.imdb.com/title/tt0066802/"
"1151","tt0066952","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Count Yorga, Vampire","Feature Film","Bob Kelljan","","5.9","93","1970","drama, horror, romance, thriller","1522","1970-06-10","http://www.imdb.com/title/tt0066952/"
"1152","tt0065597","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Cry of the Banshee","Feature Film","Gordon Hessler","","5.5","91","1970","horror","1222","1970-07-22","http://www.imdb.com/title/tt0065597/"
"1153","tt0067822","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","The Devil's Widow","Feature Film","Roddy McDowall","","6.5","106","1970","horror","246","1970-12","http://www.imdb.com/title/tt0067822/"
"1154","tt0067245","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","The Incredible 2-Headed Transplant","Feature Film","Anthony M. Lanza","","3.2","88","1971","horror, sci_fi","1016","1971-04-28","http://www.imdb.com/title/tt0067245/"
"1155","tt0067975","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","What's the Matter with Helen?","Feature Film","Curtis Harrington","","6.4","101","1971","crime, musical, mystery, thriller","1089","1971-06-30","http://www.imdb.com/title/tt0067975/"
"1156","tt0069841","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Cannibal Girls","Feature Film","Ivan Reitman","","4.5","84","1973","comedy, horror","606","1973-04","http://www.imdb.com/title/tt0069841/"
"1157","tt0065478","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Blood Mania","Feature Film","Robert O'Neil","","3.8","88","1970","horror","520","1970-10-28","http://www.imdb.com/title/tt0065478/"
"1158","tt0066815","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","The Beast in the Cellar","Feature Film","James Kelly","","4.7","101","1970","horror, thriller","557","1970-08","http://www.imdb.com/title/tt0066815/"
"1159","tt0241929","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Scream Greats, Vol. 1: Tom Savini, Master of Horror Effects","Documentary","Damon Santostefano","","7.8","60","1986","documentary, biography, horror","161","1986-01-24","http://www.imdb.com/title/tt0241929/"
"1160","tt1024232","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Dreamtime's Over","Feature Film","Oscar D'Roccster","","2.2","","2009","history, horror, thriller","254","2009-05-12","http://www.imdb.com/title/tt1024232/"
"1161","tt0209264","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Python","TV Movie","Richard Clabaugh","","3.7","99","2000","comedy, horror, sci_fi, thriller","2699","2000-08-09","http://www.imdb.com/title/tt0209264/"
"1162","tt0200659","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Ghostwatch","TV Movie","Lesley Manning","","7.7","91","1992","horror, mystery","1882","1992-10-31","http://www.imdb.com/title/tt0200659/"
"1163","tt0108556","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","When a Stranger Calls Back","TV Movie","Fred Walton","","6.4","94","1993","horror, mystery, thriller","1848","1993-04-04","http://www.imdb.com/title/tt0108556/"
"1164","tt0071186","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Bad Ronald","TV Movie","Buzz Kulik","","7.0","74","1974","drama, horror, thriller","1353","1974-10-23","http://www.imdb.com/title/tt0071186/"
"1165","tt0078295","Sun May 12 17:23:44 2013","Sun May 12 17:23:44 2013","","Someone's Watching Me!","TV Movie","John Carpenter","","6.7","97","1978","horror, mystery, thriller","2139","1978-11-29","http://www.imdb.com/title/tt0078295/"
